0.0	0.06282546	0.0	0.0	0.006519317	0.08685751	0.07256041	0.0	0.045240916	0.09907218	0.012769224	0.0	0.08182793	0.02054441	0.21949618	0.0007340034
0.0	0.07567558	0.0	0.0	0.0	0.0	0.32458428	0.0	0.0009778283	0.36176017	0.0	0.0	0.0	0.1635094	0.3686439	0.0
0.0	0.07632175	0.0	0.0	0.0	0.031785898	0.28909475	0.0	0.029014455	0.34562793	0.0	0.0	0.02210038	0.15144578	0.35378748	0.0
0.016029304	0.05825184	0.077418625	0.06866328	0.09637156	0.016544873	0.07819001	0.0005283268	0.19518258	0.03716125	0.018539106	0.05010424	0.0	0.025526343	0.0	0.042337034
0.0	0.026336161	0.0	0.018732801	0.027948495	0.010642386	0.020562142	0.0	0.02788722	0.0	0.0	0.01742626	0.0	0.015282665	0.02430164	0.0
0.0	0.10039797	0.0	0.031450294	0.022918804	0.007284973	0.023363477	0.0	0.07047232	0.026728202	0.0	0.019566642	0.0	0.0015275303	0.033426795	0.013233693
0.01181096	0.06664721	0.06296527	0.05963458	0.08753646	0.01880141	0.07656008	0.000523503	0.17465001	0.0317585	0.018369839	0.05010424	0.0	0.024985576	0.0051882206	0.03676677
0.015867595	0.05825184	0.07663758	0.06797055	0.095399305	0.016544873	0.07684773	0.0005219958	0.19321345	0.036786348	0.01831695	0.05010424	0.0	0.025081007	0.010068881	0.041909914
0.016029304	0.05825184	0.077418625	0.06866328	0.09637156	0.016544873	0.07819001	0.0005283268	0.19518258	0.03716125	0.018539106	0.05010424	0.0	0.025526343	0.0	0.042337034
0.011771671	0.05825184	0.07135098	0.059436202	0.08720574	0.016544873	0.07639887	0.00052152516	0.17406902	0.031652853	0.018300435	0.05010424	0.0	0.024932094	0.0	0.036644462
0.0	0.116928525	0.0	0.014103523	0.01684168	0.010224651	0.008780412	0.0	0.07130098	0.04102871	0.0	0.024753919	0.0	0.0	0.0065572714	0.0
0.0	0.22728115	0.0	0.44117656	0.3340429	0.2397417	0.08775527	0.19327807	0.52831507	0.011401284	0.11992964	0.0	0.0	0.0	0.0	0.2967042
0.0	0.04449901	0.0	0.0	0.0	0.052903634	0.18167214	0.0	0.035733156	0.16713993	0.0038971186	0.0	0.04784536	0.10123653	0.1760109	0.0
0.0	0.07632175	0.0	0.0	0.0	0.07203951	0.28909475	0.0	0.036461942	0.34562793	0.015798056	0.0	0.06793708	0.15144578	0.35378748	0.0
0.0	0.07632175	0.0	0.0	0.0	0.031785898	0.28909475	0.0	0.029014455	0.34562793	0.0	0.0	0.02210038	0.15144578	0.35378748	0.0
0.0	0.053018797	0.0	0.0	0.0	0.15228614	0.07256041	0.0	0.071577504	0.09907218	0.041605636	0.0	0.14873287	0.01764721	0.3498815	0.0007340034
0.016029304	0.05825184	0.077418625	0.06866328	0.09637156	0.016544873	0.07819001	0.0005283268	0.19518258	0.03716125	0.018539106	0.05010424	0.0	0.025526343	0.0	0.042337034
0.016029304	0.05825184	0.077418625	0.06866328	0.09637156	0.016544873	0.07819001	0.0005283268	0.19518258	0.03716125	0.018539106	0.05010424	0.0	0.025526343	0.0	0.042337034
0.0	0.05825184	0.03212805	0.0	0.009995691	0.016544873	0.06420896	0.0	0.031380452	0.025453968	0.0	0.05010424	0.0	0.025081007	0.0128973145	0.0
0.016029304	0.05825184	0.077418625	0.06866328	0.09637156	0.016544873	0.07819001	0.0005283268	0.19518258	0.03716125	0.018539106	0.05010424	0.0	0.025526343	0.0	0.042337034
0.015867595	0.05825184	0.07663758	0.06797055	0.095399305	0.016544873	0.07684773	0.0005219958	0.19321345	0.036786348	0.01831695	0.05010424	0.0	0.025081007	0.010068881	0.041909914
